sid,term_id,year_start,semester,term_order,club_event_count,club_active_flag,lib_visit_count,lib_unique_gate,door_event_count,door_unique_ctrl
pjxuqwbj454,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj460,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj461,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj463,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj468,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj470,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj472,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj473,2020-2021-T2,2020,2,20202,16,1,0.0,,0.0,
pjxuqwbj474,2020-2021-T2,2020,2,20202,34,1,107.0,5.0,0.0,
pjxuqwbj476,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj477,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj478,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj479,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj483,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj485,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj488,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj489,2020-2021-T2,2020,2,20202,4,1,45.0,6.0,0.0,
pjxuqwbj490,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj491,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj492,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxuqwbj495,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj496,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj497,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj498,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj499,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj500,2020-2021-T2,2020,2,20202,4,1,44.0,3.0,0.0,
pjxuqwbj503,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj505,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj507,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj508,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj511,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj512,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj515,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj516,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj517,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj519,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj525,2020-2021-T2,2020,2,20202,6,1,21.0,5.0,0.0,
pjxuqwbj527,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj528,2020-2021-T2,2020,2,20202,4,1,13.0,2.0,0.0,
pjxuqwbj529,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxuqwbj535,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj536,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj537,2020-2021-T2,2020,2,20202,2,0,113.0,4.0,0.0,
pjxuqwbj538,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj539,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj540,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj545,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj547,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj551,2020-2021-T2,2020,2,20202,2,0,19.0,4.0,0.0,
pjxuqwbj552,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj558,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj559,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj562,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj564,2020-2021-T2,2020,2,20202,20,1,0.0,,0.0,
pjxuqwbj565,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxuqwbj566,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj568,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj572,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj573,2020-2021-T2,2020,2,20202,12,1,61.0,5.0,0.0,
pjxuqwbj574,2020-2021-T2,2020,2,20202,20,1,0.0,,0.0,
pjxuqwbj580,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj581,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj582,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj583,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj584,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxuqwbj585,2020-2021-T2,2020,2,20202,4,1,20.0,4.0,0.0,
pjxuqwbj586,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj588,2020-2021-T2,2020,2,20202,2,0,39.0,5.0,0.0,
pjxuqwbj589,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj591,2020-2021-T2,2020,2,20202,32,1,132.0,5.0,0.0,
pjxuqwbj593,2020-2021-T2,2020,2,20202,4,1,0.0,,1.0,1.0
pjxuqwbj600,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj605,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj606,2020-2021-T2,2020,2,20202,6,1,59.0,5.0,0.0,
pjxuqwbj608,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj609,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj610,2020-2021-T2,2020,2,20202,6,1,66.0,5.0,0.0,
pjxuqwbj615,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj618,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj619,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj622,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj624,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj631,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj633,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj634,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj637,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj638,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxuqwbj639,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj641,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj642,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxuqwbj643,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxuqwbj644,2020-2021-T2,2020,2,20202,2,0,62.0,6.0,0.0,
pjxuqwbj648,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxuqwbj650,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj651,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj654,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj658,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj659,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj661,2020-2021-T2,2020,2,20202,2,0,189.0,6.0,0.0,
pjxuqwbj663,2020-2021-T2,2020,2,20202,6,1,144.0,5.0,0.0,
pjxuqwbj666,2020-2021-T2,2020,2,20202,6,1,8.0,4.0,0.0,
pjxuqwbj674,2020-2021-T2,2020,2,20202,24,1,0.0,,0.0,
pjxuqwbj676,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj677,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj678,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj679,2020-2021-T2,2020,2,20202,16,1,0.0,,0.0,
pjxuqwbj686,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj687,2020-2021-T2,2020,2,20202,32,1,0.0,,0.0,
pjxuqwbj691,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj692,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj694,2020-2021-T2,2020,2,20202,2,0,6.0,2.0,0.0,
pjxuqwbj695,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj698,2020-2021-T2,2020,2,20202,14,1,14.0,3.0,0.0,
pjxuqwbj699,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj701,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj705,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj708,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj711,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj712,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj714,2020-2021-T2,2020,2,20202,8,1,28.0,5.0,2.0,1.0
pjxuqwbj715,2020-2021-T2,2020,2,20202,2,0,140.0,4.0,0.0,
pjxuqwbj717,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj719,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj721,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj723,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj724,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj726,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj731,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj733,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj734,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj735,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj738,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj739,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj745,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj748,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj750,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj751,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj757,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj758,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj760,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj761,2020-2021-T2,2020,2,20202,4,1,0.0,,1.0,1.0
pjxuqwbj763,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj770,2020-2021-T2,2020,2,20202,14,1,12.0,2.0,0.0,
pjxuqwbj772,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj773,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj774,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj778,2020-2021-T2,2020,2,20202,8,1,15.0,5.0,0.0,
pjxuqwbj783,2020-2021-T2,2020,2,20202,4,1,119.0,5.0,0.0,
pjxuqwbj784,2020-2021-T2,2020,2,20202,14,1,60.0,5.0,0.0,
pjxuqwbj785,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj786,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxuqwbj787,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxuqwbj788,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj796,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj797,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj799,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj800,2020-2021-T2,2020,2,20202,4,1,48.0,6.0,0.0,
pjxuqwbj803,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj804,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj805,2020-2021-T2,2020,2,20202,4,1,89.0,5.0,0.0,
pjxuqwbj806,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj811,2020-2021-T2,2020,2,20202,16,1,0.0,,0.0,
pjxuqwbj812,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj814,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj818,2020-2021-T2,2020,2,20202,10,1,128.0,6.0,0.0,
pjxuqwbj826,2020-2021-T2,2020,2,20202,6,1,23.0,4.0,0.0,
pjxuqwbj829,2020-2021-T2,2020,2,20202,16,1,0.0,,0.0,
pjxuqwbj830,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxuqwbj831,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxuqwbj833,2020-2021-T2,2020,2,20202,8,1,0.0,,1.0,1.0
pjxuqwbj837,2020-2021-T2,2020,2,20202,14,1,0.0,,0.0,
pjxuqwbj838,2020-2021-T2,2020,2,20202,2,0,0.0,,1.0,1.0
pjxuqwbj839,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj840,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj845,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj847,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj848,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj850,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxuqwbj853,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj854,2020-2021-T2,2020,2,20202,4,1,6.0,2.0,0.0,
pjxuqwbj857,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj858,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxuqwbj861,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj870,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj871,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj873,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxuqwbj876,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj877,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj878,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj879,2020-2021-T2,2020,2,20202,4,1,55.0,5.0,0.0,
pjxuqwbj881,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj883,2020-2021-T2,2020,2,20202,18,1,0.0,,0.0,
pjxuqwbj890,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj892,2020-2021-T2,2020,2,20202,8,1,5.0,2.0,0.0,
pjxuqwbj894,2020-2021-T2,2020,2,20202,4,1,24.0,4.0,0.0,
pjxuqwbj898,2020-2021-T2,2020,2,20202,6,1,59.0,6.0,0.0,
pjxuqwbj903,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxuqwbj904,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj905,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj906,2020-2021-T2,2020,2,20202,2,0,2.0,2.0,2.0,1.0
pjxuqwbj914,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj915,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj916,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj917,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj918,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj925,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj927,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj928,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj930,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj933,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxuqwbj935,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj944,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj947,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj950,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj952,2020-2021-T2,2020,2,20202,16,1,0.0,,0.0,
pjxuqwbj953,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj954,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj955,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj956,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj958,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj962,2020-2021-T2,2020,2,20202,18,1,0.0,,0.0,
pjxuqwbj967,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj974,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj976,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj980,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj985,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuqwbj986,2020-2021-T2,2020,2,20202,28,1,59.0,7.0,0.0,
pjxuqwbj988,2020-2021-T2,2020,2,20202,6,1,26.0,5.0,0.0,
pjxuqwbj992,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuqwbj993,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxuqwbj994,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuqwbj996,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxuzvbj991,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuzvbj996,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxuzxbj984,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuzxbj986,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxuzxbj987,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxuzxbj997,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxvzxbj996,2020-2021-T2,2020,2,20202,14,1,168.0,6.0,0.0,
pjxvzxbj997,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxwxxbj899,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxwxxbj905,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxwxxbj907,2020-2021-T2,2020,2,20202,32,1,0.0,,0.0,
pjxwxxbj908,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxwxxbj910,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxwxxbj914,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxwxxbj915,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxwxxbj916,2020-2021-T2,2020,2,20202,4,1,54.0,5.0,0.0,
pjxwxxbj918,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxwxxbj924,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxwxxbj927,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxwxxbj928,2020-2021-T2,2020,2,20202,30,1,0.0,,0.0,
pjxwxxbj930,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxwxxbj934,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxwxxbj938,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxwxxbj940,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxwxxbj941,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxwxxbj945,2020-2021-T2,2020,2,20202,2,0,5.0,1.0,0.0,
pjxwxxbj946,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxwxxbj949,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxwxxbj951,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxwxxbj960,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxwxxbj963,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxwxxbj964,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxwxxbj967,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxwxxbj970,2020-2021-T2,2020,2,20202,16,1,55.0,5.0,0.0,
pjxwxxbj972,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxwxxbj981,2020-2021-T2,2020,2,20202,36,1,0.0,,0.0,
pjxwxxbj992,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxwxxbj993,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxwzxbj985,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxwzxbj987,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxwzxbj989,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxwzxbj990,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxwzxbj993,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxwzxbj996,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxwzxbj997,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxwzxkj985,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxwzxkj989,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxwzxkj991,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxwzxkj992,2020-2021-T2,2020,2,20202,14,1,0.0,,0.0,
pjxwzxkj993,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxwzxkj996,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxxxxbj901,2020-2021-T2,2020,2,20202,14,1,0.0,,0.0,
pjxxxxbj913,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxxxxbj914,2020-2021-T2,2020,2,20202,2,0,3.0,1.0,0.0,
pjxxxxbj917,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxxxxbj921,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxxxxbj922,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxxxxbj923,2020-2021-T2,2020,2,20202,2,0,41.0,4.0,0.0,
pjxxxxbj930,2020-2021-T2,2020,2,20202,2,0,62.0,4.0,0.0,
pjxxxxbj937,2020-2021-T2,2020,2,20202,2,0,23.0,6.0,0.0,
pjxxxxbj941,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxxxxbj942,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxxxxbj943,2020-2021-T2,2020,2,20202,2,0,19.0,3.0,0.0,
pjxxxxbj945,2020-2021-T2,2020,2,20202,2,0,86.0,5.0,0.0,
pjxxxxbj953,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxxxxbj955,2020-2021-T2,2020,2,20202,2,0,83.0,3.0,0.0,
pjxxxxbj957,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxxxxbj958,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxxxxbj963,2020-2021-T2,2020,2,20202,4,1,63.0,5.0,0.0,
pjxxxxbj970,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxxxxbj975,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxxxxbj980,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxxxxbj986,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxxxxbj987,2020-2021-T2,2020,2,20202,12,1,0.0,,0.0,
pjxxxxbj988,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxxxxbj989,2020-2021-T2,2020,2,20202,6,1,61.0,6.0,0.0,
pjxxxxbj995,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxxxxbj997,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxxztbj990,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxxztbj995,2020-2021-T2,2020,2,20202,2,0,8.0,2.0,0.0,
pjxxztbj998,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxxzxbj995,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxxzxbj998,2020-2021-T2,2020,2,20202,22,1,0.0,,0.0,
pjxxzxkj979,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxxzxkj981,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxxzxkj983,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxxzxkj987,2020-2021-T2,2020,2,20202,2,0,25.0,6.0,0.0,
pjxxzxkj990,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxxzxkj995,2020-2021-T2,2020,2,20202,18,1,0.0,,0.0,
pjxxzxkj997,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxxzxkj998,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj001,2020-2021-T2,2020,2,20202,14,1,0.0,,0.0,
pjxyqwbj002,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj003,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj004,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj006,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
pjxyqwbj007,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj013,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj015,2020-2021-T2,2020,2,20202,8,1,0.0,,0.0,
pjxyqwbj018,2020-2021-T2,2020,2,20202,2,0,0.0,,0.0,
pjxyqwbj020,2020-2021-T2,2020,2,20202,10,1,0.0,,0.0,
pjxyqwbj022,2020-2021-T2,2020,2,20202,4,1,0.0,,0.0,
pjxyqwbj023,2020-2021-T2,2020,2,20202,6,1,0.0,,0.0,
