XH,TERM_ID,NEXT_TERM_ID,LABEL,LABEL_REASON
pjxyqxbj827,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk865,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj570,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbl921,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbl866,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk929,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj255,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj066,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbl937,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj487,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj315,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbl830,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk997,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbk772,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk812,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbl987,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbl826,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj935,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj322,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbk770,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxsqxbj831,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxsqxbj826,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj685,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj396,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbl912,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj648,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxsqxbj939,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbl847,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbl886,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj640,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj732,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk144,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj929,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbl952,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj538,2020-2021-2,2021-2022-1,0,next_term_normal
pjxxxxbj916,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk158,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj584,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxxxxbj997,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj697,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj695,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj691,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj579,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk125,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbl919,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj828,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj780,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj674,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj710,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj706,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj846,2020-2021-2,2021-2022-1,0,next_term_normal
pjxsqxbj997,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj692,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk981,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxpqxbj961,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk791,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj400,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk811,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj285,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk011,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj305,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj102,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj100,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj733,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk880,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj534,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj784,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk068,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk095,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbl821,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk063,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk720,2020-2021-2,2021-2022-1,0,next_term_normal
pjxsqxbj989,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbl884,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxqqxbj951,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj362,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj339,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk840,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxqzxbj982,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj896,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj585,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj478,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk755,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbl992,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj861,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbl911,2020-2021-2,2021-2022-1,0,next_term_normal
pjxxztfj997,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxxztfj995,2020-2021-2,2021-2022-1,0,next_term_normal
pjxxztfj992,2020-2021-2,2021-2022-1,0,next_term_normal
pjxxztfj991,2020-2021-2,2021-2022-1,0,next_term_normal
pjxxztfj986,2020-2021-2,2021-2022-1,0,next_term_normal
pjxxztfj988,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk023,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj428,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj522,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk706,2020-2021-2,2021-2022-1,0,next_term_normal
pjxuqwbj953,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj985,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj683,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbl954,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk076,2020-2021-2,2021-2022-1,0,next_term_normal
pjxxxxbj981,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk937,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk759,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxqqxbj954,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbl925,2020-2021-2,2021-2022-1,0,next_term_normal
pjxqqxbj996,2020-2021-2,2021-2022-1,0,next_term_normal
pjxxztfj982,2020-2021-2,2021-2022-1,0,next_term_normal
pjxxztfj975,2020-2021-2,2021-2022-1,0,next_term_normal
pjxqzxbj989,2020-2021-2,2021-2022-1,0,next_term_normal
pjxxztfj972,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj687,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj667,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj724,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk019,2020-2021-2,2021-2022-1,0,next_term_normal
pjxsqxbj942,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbl931,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbl843,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj278,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk953,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj277,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk743,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj408,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk782,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj344,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxxxxbj943,2020-2021-2,2021-2022-1,0,next_term_normal
pjxqzxbj983,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk728,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk767,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj733,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxsqxbj927,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk813,2020-2021-2,2021-2022-1,0,next_term_normal
pjxsqxbj789,2020-2021-2,2021-2022-1,0,next_term_normal
pjxsqxbj985,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk844,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj967,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj823,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbl934,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj832,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj622,2020-2021-2,2021-2022-1,0,next_term_normal
pjxsqxbj812,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxxxxbj987,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk086,2020-2021-2,2021-2022-1,0,next_term_normal
pjxqzxbj971,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxqzxbj967,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk852,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk848,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxxxxbj986,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj594,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk722,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxsqxbj874,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj293,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxxxxbj908,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk757,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj729,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxsqxbj787,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxxxxbj917,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj560,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj564,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk783,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk718,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxsqxbj884,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbl916,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxpqxbj914,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk995,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj269,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk934,2020-2021-2,2021-2022-1,0,next_term_normal
pjxpqxbj971,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk717,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj949,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxqqxbj977,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk843,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxsqxbj909,2020-2021-2,2021-2022-1,0,next_term_normal
pjxpqxbj919,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxqzxbj995,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj557,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj302,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxvzrfj981,2020-2021-2,2021-2022-1,0,next_term_normal
pjxqzxbj994,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj801,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxvzrfj997,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj592,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbl872,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj375,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj608,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj569,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbl996,2020-2021-2,2021-2022-1,0,next_term_normal
pjxsqxbj774,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj613,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxsqxbj941,2020-2021-2,2021-2022-1,0,next_term_normal
pjxsqxbj857,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxxxxbj904,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk000,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbl965,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj433,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxuqwbj745,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj840,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbl857,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj312,2020-2021-2,2021-2022-1,0,next_term_normal
pjxxxxbj933,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk905,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbl879,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj762,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj991,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj989,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj605,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk733,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbl876,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk823,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk713,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj417,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj686,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk828,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbl816,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbl963,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj001,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk950,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk765,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk873,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk900,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk048,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk936,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk723,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj952,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk780,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj604,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk926,2020-2021-2,2021-2022-1,0,next_term_normal
pjxsqxbj849,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbl953,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxsqxbj925,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk007,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj756,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxqqxbj983,2020-2021-2,2021-2022-1,0,next_term_normal
pjxqqxbj981,2020-2021-2,2021-2022-1,0,next_term_normal
pjxqqxbj975,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj701,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk788,2020-2021-2,2021-2022-1,0,next_term_normal
pjxpqxbj918,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj743,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxqqxbj969,2020-2021-2,2021-2022-1,0,next_term_normal
pjxqqxbj957,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj288,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxqqxbj986,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj301,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk927,2020-2021-2,2021-2022-1,0,next_term_normal
pjxqqxbj991,2020-2021-2,2021-2022-1,0,next_term_normal
pjxsqxbj820,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj869,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxsqxbj765,2020-2021-2,2021-2022-1,0,next_term_normal
pjxsqxbj862,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj972,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbl957,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxpqxbj985,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqwbj402,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk992,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj744,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj834,2020-2021-2,2021-2022-1,0,next_term_normal
pjxpqxbj926,2020-2021-2,2021-2022-1,0,next_term_normal
pjxxxxbj957,2020-2021-2,2021-2022-1,0,next_term_normal
pjxpqxbj924,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj615,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbj662,2020-2021-2,2021-2022-1,0,next_term_normal
pjxpqxbj981,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbj563,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbj922,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk042,2020-2021-2,2021-2022-1,0,next_term_normal
pjxyqxbk945,2020-2021-2,2021-2022-1,0,next_term_normal
pjxqqxbj982,2020-2021-2,2021-2022-1,0,next_term_normal
pjxpqxbj912,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqxbk705,2020-2021-2,2021-2022-1,1,next_term_fail_or_low_average
pjxyqwbk559,2020-2021-2,2021-2022-2,0,next_term_normal
pjwrqxbj923,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj358,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk217,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbk964,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj718,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj221,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk843,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj538,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj845,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk148,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk718,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj472,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj852,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj455,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj579,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjwtqxbj921,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj698,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj023,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj739,2021-2022-1,2021-2022-2,0,next_term_normal
pjwtqxbj979,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk370,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj496,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk025,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj701,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk336,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj772,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj443,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk116,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxxxxbj997,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk375,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk951,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj595,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj418,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj180,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj764,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj228,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj393,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj833,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk713,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj962,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj589,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj787,2021-2022-1,2021-2022-2,0,next_term_normal
pjwtqxbj913,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk822,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk163,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj858,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj876,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl821,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj950,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj772,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj314,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk527,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbk838,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj761,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj108,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj417,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj714,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk878,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj939,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj648,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxrqxbj954,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj935,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk808,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk373,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk581,2021-2022-1,2021-2022-2,0,next_term_normal
pjwrqxbj944,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj340,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj315,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj790,2021-2022-1,2021-2022-2,0,next_term_normal
pjwtqxbj959,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl797,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj818,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbj541,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj569,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj618,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj557,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk135,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxsqxbj900,2021-2022-1,2021-2022-2,0,next_term_normal
pjxwxxbj924,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjwtqxbj974,2021-2022-1,2021-2022-2,0,next_term_normal
pjxqzxbj997,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxwzxbj986,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj417,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbj793,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk388,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj722,2021-2022-1,2021-2022-2,0,next_term_normal
pjxxzxbj998,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj198,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj190,2021-2022-1,2021-2022-2,0,next_term_normal
pjxuqwbj905,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbk901,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbl769,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxuqwbj476,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbj012,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqwbk647,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj156,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
pjxyqxbk155,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqwbj518,2021-2022-1,2021-2022-2,0,next_term_normal
pjxyqxbk437,2021-2022-1,2021-2022-2,1,next_term_fail_or_low_average
