XH,TERM_ID,NEXT_TERM_ID,LABEL,LABEL_SUBTYPE,LABEL_REASON
pjxyqwbj648,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxsqxbj939,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbl847,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbl886,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbj640,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj732,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk144,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbj929,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbl952,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj538,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxxxxbj916,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk158,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj584,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxxxxbj997,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj697,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbj695,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj691,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj579,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk125,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbl919,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbj828,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbj780,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj674,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj710,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbj706,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj846,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxsqxbj997,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj692,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk981,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxpqxbj961,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk791,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj400,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk811,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj285,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk011,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj305,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj102,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbj100,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbj733,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk880,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbj534,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj784,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk068,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk095,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbl821,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk063,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk720,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxsqxbj989,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbl884,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxqqxbj951,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj362,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbj339,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk840,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxqzxbj982,2020-2021-2,2021-2022-1,1,overall_low,next_term_overall_low
pjxyqxbj896,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj585,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj478,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk755,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbl992,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbj861,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbl911,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxxztfj997,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxxztfj995,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxxztfj992,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxxztfj991,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxxztfj986,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxxztfj988,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk023,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj428,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj522,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk706,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxuqwbj953,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj985,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbj683,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbl954,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk076,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxxxxbj981,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk937,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk759,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxqqxbj954,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbl925,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxqqxbj996,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxxztfj982,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxxztfj975,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxqzxbj989,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxxztfj972,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj687,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj667,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbj724,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk019,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxsqxbj942,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbl931,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbl843,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj278,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk953,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj277,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk743,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj408,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk782,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbj344,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxxxxbj943,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxqzxbj983,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk728,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk767,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbj733,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxsqxbj927,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk813,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxsqxbj789,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxsqxbj985,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk844,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj967,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbj823,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbl934,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj832,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbj622,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxsqxbj812,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxxxxbj987,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk086,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxqzxbj971,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxqzxbj967,2020-2021-2,2021-2022-1,1,overall_low,next_term_overall_low
pjxyqxbk852,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk848,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxxxxbj986,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj594,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk722,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxsqxbj874,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj293,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxxxxbj908,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk757,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbj729,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxsqxbj787,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxxxxbj917,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj560,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbj564,2020-2021-2,2021-2022-1,1,overall_low,next_term_overall_low
pjxyqxbk783,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk718,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxsqxbj884,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbl916,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxpqxbj914,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk995,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj269,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk934,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxpqxbj971,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk717,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbj949,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxqqxbj977,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk843,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxsqxbj909,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxpqxbj919,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxqzxbj995,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbj557,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj302,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxvzrfj981,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxqzxbj994,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj801,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxvzrfj997,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbj592,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbl872,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbj375,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj608,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj569,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbl996,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxsqxbj774,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbj613,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxsqxbj941,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxsqxbj857,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxxxxbj904,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk000,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbl965,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj433,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxuqwbj745,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj840,2020-2021-2,2021-2022-1,1,overall_low,next_term_overall_low
pjxyqxbl857,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj312,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxxxxbj933,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk905,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbl879,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj762,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbj991,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbj989,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbj605,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk733,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbl876,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk823,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk713,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbj417,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj686,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk828,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbl816,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbl963,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj001,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk950,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk765,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk873,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk900,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk048,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk936,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk723,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbj952,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk780,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj604,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk926,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxsqxbj849,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbl953,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxsqxbj925,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk007,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj756,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxqqxbj983,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxqqxbj981,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxqqxbj975,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj701,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk788,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxpqxbj918,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbj743,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxqqxbj969,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxqqxbj957,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj288,2020-2021-2,2021-2022-1,1,overall_low,next_term_overall_low
pjxqqxbj986,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj301,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk927,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxqqxbj991,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxsqxbj820,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj869,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxsqxbj765,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxsqxbj862,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbj972,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbl957,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxpqxbj985,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqwbj402,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk992,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj744,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj834,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxpqxbj926,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxxxxbj957,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxpqxbj924,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbj615,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbj662,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxpqxbj981,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbj563,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbj922,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk042,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxyqxbk945,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxqqxbj982,2020-2021-2,2021-2022-1,0,normal,next_term_normal
pjxpqxbj912,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqxbk705,2020-2021-2,2021-2022-1,1,single_fail,next_term_single_fail
pjxyqwbk559,2020-2021-2,2021-2022-2,0,normal,next_term_normal
pjwrqxbj923,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbj358,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbk217,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqwbk964,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqwbj718,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbj221,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbk843,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxuqwbj538,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxuqwbj845,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqxbk148,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbk718,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqwbj472,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqwbj852,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbj455,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqwbj579,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjwtqxbj921,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbj698,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbj023,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbj739,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjwtqxbj979,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbk370,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqxbj496,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbk025,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqxbj701,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqxbk336,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxuqwbj772,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxuqwbj443,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqxbk116,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxxxxbj997,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqxbk375,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqxbk951,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbj595,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbj418,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbj180,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqwbj764,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqxbj228,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbj393,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxuqwbj833,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbk713,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxuqwbj962,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxuqwbj589,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxuqwbj787,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjwtqxbj913,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbk822,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbk163,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxuqwbj858,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxuqwbj876,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbl821,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxuqwbj950,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbj772,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqxbj314,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqxbk527,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqwbk838,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqxbj761,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbj108,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbj417,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbj714,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbk878,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqwbj939,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxuqwbj648,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxrqxbj954,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbj935,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbk808,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbk373,2021-2022-1,2021-2022-2,1,overall_low,next_term_overall_low
pjxyqxbk581,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjwrqxbj944,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbj340,2021-2022-1,2021-2022-2,1,overall_low,next_term_overall_low
pjxyqxbj315,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbj790,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjwtqxbj959,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbl797,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxuqwbj818,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbj541,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbj569,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxuqwbj618,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqwbj557,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbk135,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxsqxbj900,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxwxxbj924,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjwtqxbj974,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxqzxbj997,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxwzxbj986,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqxbj417,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqwbj793,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbk388,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqxbj722,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxxzxbj998,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqxbj198,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbj190,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxuqwbj905,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbk901,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbl769,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxuqwbj476,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqxbj012,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqwbk647,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbj156,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqxbk155,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqwbj518,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbk437,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqwbk834,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxuqwbj674,2021-2022-1,2021-2022-2,0,normal,next_term_normal
pjxyqxbj679,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxyqxbk522,2021-2022-1,2021-2022-2,1,single_fail,next_term_single_fail
pjxsqxbj939,2021-2022-1,2021-2022-2,1,overall_low,next_term_overall_low
